0.581667,0.810833,4191
0.606667,0.776667,4073
0.631667,0.729167,4400
0.62,0.835417,3872
0.6175,0.700833,4058
0.51,0.457083,4595
0.4725,0.503333,5312
0.451667,0.762083,3351
0.549167,0.73,4401
0.616667,0.697083,4451
0.414167,0.737083,2633
0.459167,0.444167,4433
0.479167,0.59,4608
0.52,0.54125,4714
0.528333,0.631667,4333
0.5325,0.58875,4362
0.5325,0.489167,4803
0.5425,0.632917,4182
0.535,0.7475,4864
0.5125,0.863333,4105
0.520833,0.9225,3409
0.5625,0.867083,4553
0.5775,0.787917,3958
0.561667,0.837917,4123
0.55,0.87,3855
0.530833,0.829583,4575
0.536667,0.719583,4917
0.6025,0.626667,5805
0.604167,0.749583,4660
0.631667,0.81,4274
0.66,0.740833,4492
0.660833,0.69625,4978
0.708333,0.6775,4677
0.681667,0.65375,4679
0.655833,0.729583,4758
0.6675,0.81875,4788
0.733333,0.685,4098
0.775,0.636667,3982
0.764167,0.677083,3974
0.715,0.305,4968
0.62,0.354167,5312
0.635,0.45625,5342
0.648333,0.6525,4906
0.678333,0.6,4548
0.7075,0.597917,4833
0.775833,0.622083,4401
0.808333,0.568333,3915
0.755,0.605,4586
0.725,0.654583,4966
0.6925,0.747917,4460
0.635,0.494583,5020
0.604167,0.507083,4891
0.626667,0.471667,5180
0.628333,0.688333,3767
0.649167,0.735833,4844
0.696667,0.670417,5119
0.699167,0.666667,4744
0.635,0.74625,4010
0.680833,0.770417,4835
0.733333,0.7075,4507
0.728333,0.703333,4790
0.724167,0.573333,4991
0.695,0.483333,5202
0.68,0.513333,5305
0.6825,0.658333,4708
0.744167,0.634167,4648
0.728333,0.497917,5225
0.696667,0.434167,5515
0.7225,0.39625,5362
0.738333,0.444583,5119
0.716667,0.6825,4649
0.726667,0.637917,6043
0.746667,0.590417,4665
0.72,0.743333,4629
0.75,0.65125,4592
0.709167,0.757917,4040
0.733333,0.609167,5336
0.7475,0.578333,4881
0.7625,0.635833,4086
0.794167,0.559167,4258
0.746667,0.631667,4342
0.680833,0.47625,5084
0.663333,0.59125,5538
0.686667,0.585,5923
0.719167,0.604167,5302
0.746667,0.65125,4458
0.776667,0.650417,4541
0.768333,0.707083,4332
0.815,0.69125,3784
0.848333,0.580417,3387
0.849167,0.5,3285
0.83,0.550833,3606
0.743333,0.757083,3840
0.771667,0.540833,4590
0.775,0.402917,4656
0.779167,0.583333,4390
0.838333,0.5425,3846
0.804167,0.465833,4475
0.805833,0.480833,4302
0.771667,0.550833,4266
0.783333,0.49125,4845
0.731667,0.6575,3574
0.71,0.7575,4576
0.710833,0.630833,4866
0.716667,0.755,4294
0.7425,0.752917,3785
0.765,0.592083,4326
0.775,0.570417,4602
0.766667,0.424167,4780
0.7175,0.42375,4792
0.708333,0.415,4905
0.685833,0.729583,4150
0.676667,0.8175,3820
0.665833,0.712083,4338
0.700833,0.578333,4725
0.723333,0.575417,4694
0.711667,0.654583,3805
0.685,0.722917,4153
0.6975,0.674167,5191
0.710833,0.77,3873
0.691667,0.47,4758
0.640833,0.455417,5895
0.673333,0.605,5130
0.684167,0.771667,3542
0.7,0.76125,4661
0.68,0.85,1115
0.707059,0.561765,4334
0.636667,0.554583,4634
0.639167,0.548333,5204
0.656667,0.597917,5058
0.655,0.639167,5115
0.643333,0.727083,4727
0.669167,0.716667,4484
0.709167,0.742083,4940
0.673333,0.790417,3351
0.54,0.886957,2710
0.599167,0.917083,1996
0.633913,0.939565,1842
0.65,0.897917,3544
0.66,0.75375,5345
0.653333,0.71375,5046
0.644348,0.692174,4713
0.650833,0.7125,4763
0.673333,0.697083,4785
0.5775,0.709167,3659
0.469167,0.590417,4760
0.491667,0.718333,4511
0.5075,0.695,4274
0.549167,0.69,4539
0.561667,0.88125,3641
0.595,0.9,4352
0.628333,0.902083,4795
0.609167,0.9725,2395
0.606667,0.8625,5423
0.634167,0.845,5010
0.649167,0.848333,4630
0.636667,0.885417,4120
0.635,0.84875,3907
0.616667,0.699167,4839
0.564167,0.6475,5202
0.41,0.75375,2429
0.356667,0.791667,2918
0.384167,0.760833,3570
0.484167,0.71,4456
0.538333,0.647917,4826
0.494167,0.620833,4765
0.510833,0.684167,4985
0.521667,0.70125,5409
0.540833,0.7275,5511
0.570833,0.73375,5117
0.566667,0.80875,4563
0.543333,0.90625,2416
0.589167,0.896667,2913
0.550833,0.71625,3644
0.506667,0.483333,5217
0.511667,0.486667,5041
0.534167,0.579583,4570
0.5325,0.701667,4748
0.541739,0.895217,2424
0.475833,0.63625,4195
0.4275,0.574167,4304
0.4225,0.629167,4308
0.421667,0.74125,4381
0.463333,0.772083,4187
0.471667,0.622917,4687
0.484167,0.720417,3894
0.47,0.812917,2659
0.330833,0.585833,3747
0.254167,0.8825,627
0.319167,0.62375,3331
0.34,0.703333,3669
0.400833,0.68375,4068
0.3775,0.71875,4186
0.408333,0.702083,3974
0.403333,0.6225,4046
0.326667,0.519167,3926
0.348333,0.734583,3649
0.395,0.75875,4035
0.408333,0.721667,4205
0.4,0.758333,4109
0.38,0.813333,2933
0.324167,0.44625,3368
0.356667,0.552917,4067
0.440833,0.458333,3717
0.53,0.587083,4486
0.53,0.68875,4195
0.456667,0.93,1817
0.341667,0.575833,3053
0.274167,0.41,3392
0.329167,0.502083,3663
0.463333,0.684583,3520
0.4475,0.91,2765
0.416667,0.9625,1607
0.440833,0.757917,2566
0.373333,0.549167,1495
0.375,0.64375,2792
0.375833,0.681667,3068
0.459167,0.698333,3071
0.503478,0.743043,3867
0.458333,0.830833,2914
0.325,0.613333,3613
0.3125,0.524583,3727
0.314167,0.625833,3940
0.299167,0.612917,3614
0.330833,0.775833,3485
0.385833,0.827083,3811
0.4625,0.949583,2594
0.41,0.970417,705
0.265833,0.58,3322
0.290833,0.695833,3620
0.275,0.5075,3190
0.220833,0.49,2743
0.238333,0.670833,3310
0.2825,0.59,3523
0.3175,0.66375,3740
0.4225,0.634167,3709
0.375,0.500417,3577
0.258333,0.560833,2739
0.238333,0.58625,2431
0.276667,0.6375,3403
0.385833,0.595417,3750
0.428333,0.858333,2660
0.423333,0.7575,3068
0.373333,0.68625,2209
0.3025,0.5425,1011
0.274783,0.681304,754
0.321739,0.506957,1317
0.325,0.7625,1162
0.29913,0.503913,2302
0.248333,0.574167,2423
0.311667,0.636667,2999
0.41,0.615833,2485
0.37,0.6925,2294
0.273043,0.381304,1951
0.15,0.44125,2236
0.1075,0.414583,2368
0.265833,0.524167,3272
0.334167,0.542083,4098
0.393333,0.531667,4521
0.3375,0.465,3425
0.224167,0.701667,2376
0.308696,0.646522,3598
0.274167,0.8475,2177
0.3825,0.802917,4097
0.274167,0.5075,3214
0.18,0.4575,2493
0.166667,0.419167,2311
0.19,0.5225,2298
0.373043,0.716087,2935
0.303333,0.443333,3376
0.19,0.4975,3292
0.2175,0.45,3163
0.173333,0.83125,1301
0.1625,0.79625,1977
0.218333,0.91125,2432
0.3425,0.835833,4339
0.294167,0.64375,4270
0.341667,0.769583,4075
0.425,0.74125,3456
0.315833,0.543333,4023
0.2825,0.31125,3243
0.269167,0.400833,3624
0.39,0.416667,4509
0.469167,0.507917,4579
0.399167,0.672917,3761
0.313333,0.526667,4151
0.264167,0.779583,2832
0.265833,0.687917,2947
0.282609,0.622174,3784
0.354167,0.49625,4375
0.256667,0.722917,2802
0.265,0.562083,3830
0.280833,0.54,3831
0.224167,0.73125,2169
0.1275,0.464583,1529
0.2225,0.41125,3422
0.319167,0.50875,3922
0.348333,0.53125,4169
0.316667,0.752917,3005
0.343333,0.634583,4154
0.346667,0.534583,4318
0.28,0.515833,2689
0.28,0.507826,3129
0.287826,0.594348,3777
0.395833,0.567917,4773
0.454167,0.554583,5062
0.4075,0.7375,3487
0.290833,0.395833,2732
0.279167,0.41,3389
0.366667,0.490833,4322
0.359167,0.395833,4363
0.344348,0.804783,1834
0.485833,0.615417,4990
0.353333,0.657083,3194
0.414167,0.62125,4066
0.325833,0.403333,3423
0.243333,0.50625,3333
0.258333,0.456667,3956
0.404167,0.513333,4916
0.5275,0.5675,5382
0.410833,0.407083,4569
0.2875,0.350417,4118
0.361739,0.476957,4911
0.466667,0.489167,5298
0.565,0.6175,5847
0.5725,0.507083,6312
0.5575,0.579583,6192
0.435833,0.842083,4378
0.514167,0.755833,7836
0.4725,0.81,5892
0.545,0.72875,6153
0.560833,0.807917,6093
0.531667,0.82125,6230
0.554167,0.83125,6871
0.601667,0.694167,8362
0.5025,0.885417,3372
0.4375,0.880833,4996
0.445833,0.477917,5558
0.323333,0.29,5102
0.484167,0.48125,5698
0.494167,0.439167,6133
0.37,0.580833,5459
0.424167,0.738333,6235
0.425833,0.67625,6041
0.433913,0.504348,5936
0.466667,0.396667,6772
0.541667,0.469583,6436
0.435,0.374167,6457
0.403333,0.377083,6460
0.4375,0.254167,6857
0.5,0.275833,5169
0.489167,0.3175,5585
0.446667,0.435,5918
0.348696,0.469565,4862
0.3975,0.46625,5409
0.4425,0.408333,6398
0.495,0.502917,7460
0.606667,0.507917,7132
0.664167,0.561667,6370
0.608333,0.390417,6691
0.463333,0.569167,4367
0.498333,0.6125,6565
0.526667,0.694583,7290
0.57,0.682917,6624
0.396667,0.835417,1027
0.321667,0.766667,3214
0.413333,0.454167,5633
0.476667,0.427917,6196
0.498333,0.756667,5026
0.4575,0.400833,6233
0.376667,0.489583,4220
0.458333,0.587083,6304
0.464167,0.57,5572
0.613333,0.659583,5740
0.564167,0.797083,6169
0.56,0.768333,6421
0.6275,0.735417,6296
0.621667,0.756667,6883
0.5625,0.74,6359
0.5375,0.664167,6273
0.581667,0.685833,5728
0.575,0.744167,4717
0.505833,0.552083,6572
0.533333,0.360417,7030
0.564167,0.480417,7429
0.6125,0.57625,6118
0.573333,0.789583,2843
0.611667,0.794583,5115
0.636667,0.697917,7424
0.593333,0.52,7384
0.564167,0.523333,7639
0.6,0.45625,8294
0.620833,0.530417,7129
0.598333,0.81125,4359
0.615,0.765833,6073
0.621667,0.774583,5260
0.655,0.716667,6770
0.68,0.747083,6734
0.6925,0.7325,6536
0.69,0.697083,6591
0.7125,0.67625,6043
0.7225,0.684583,5743
0.656667,0.67,6855
0.68,0.492917,7338
0.654167,0.755417,4127
0.583333,0.549167,8120
0.6025,0.493333,7641
0.5975,0.487083,6998
0.540833,0.613333,7001
0.554167,0.61125,7055
0.6025,0.567083,7494
0.649167,0.467917,7736
0.710833,0.437083,7498
0.726667,0.538333,6598
0.720833,0.587917,6664
0.653333,0.833333,4972
0.655833,0.582083,7421
0.648333,0.569583,7363
0.639167,0.589583,7665
0.631667,0.504167,7702
0.5925,0.59875,6978
0.568333,0.777917,5099
0.688333,0.69,6825
0.7825,0.592083,6211
0.805833,0.567917,5905
0.7775,0.57375,5823
0.731667,0.534583,7458
0.743333,0.479167,6891
0.715833,0.504167,6779
0.630833,0.373333,7442
0.6975,0.36,7335
0.749167,0.4225,6879
0.834167,0.48875,5463
0.765,0.60125,5687
0.815833,0.51875,5531
0.781667,0.447083,6227
0.780833,0.492083,6660
0.789167,0.53875,7403
0.8275,0.457917,6241
0.828333,0.450833,6207
0.861667,0.492083,4840
0.8225,0.57375,4672
0.710833,0.683333,6569
0.720833,0.6675,6290
0.716667,0.633333,7264
0.715833,0.529583,7446
0.731667,0.485833,7499
0.703333,0.699167,6969
0.745833,0.717917,6031
0.763333,0.645,6830
0.818333,0.505833,6786
0.793333,0.577083,5713
0.77,0.600417,6591
0.665833,0.844167,5870
0.595833,0.865417,4459
0.6675,0.7625,7410
0.741667,0.694167,6966
0.750833,0.655,7592
0.724167,0.45,8173
0.776667,0.596667,6861
0.781667,0.594583,6904
0.755833,0.613333,6685
0.721667,0.62375,6597
0.730833,0.66875,7105
0.713333,0.704167,7216
0.7175,0.6775,7580
0.7525,0.659583,7261
0.765833,0.6425,7175
0.793333,0.613333,6824
0.769167,0.6525,5464
0.7525,0.654167,7013
0.735833,0.70375,7273
0.75,0.672917,7534
0.755833,0.620417,7286
0.715833,0.715833,5786
0.6925,0.732917,6299
0.700833,0.530417,6544
0.720833,0.545417,6883
0.726667,0.686667,6784
0.706667,0.619583,7347
0.719167,0.519167,7605
0.723333,0.570833,7148
0.678333,0.603333,7865
0.635833,0.711667,4549
0.635833,0.734167,6530
0.649167,0.67375,7006
0.6675,0.677083,7375
0.695833,0.635833,7765
0.7025,0.615,7582
0.661667,0.712917,6053
0.653333,0.845833,5255
0.703333,0.730417,6917
0.728333,0.62,7040
0.685,0.552083,7697
0.706667,0.590417,7713
0.764167,0.5875,7350
0.753333,0.638333,6140
0.696667,0.815,5810
0.7075,0.790833,6034
0.725833,0.755,6864
0.736667,0.74125,7112
0.696667,0.810417,6203
0.703333,0.73625,7504
0.659167,0.799167,5976
0.61,0.5475,8227
0.583333,0.50375,7525
0.5775,0.52,7767
0.599167,0.577083,7870
0.6125,0.637083,7804
0.633333,0.6725,8009
0.608333,0.501667,8714
0.58,0.57,7333
0.580833,0.734583,6869
0.623333,0.8725,4073
0.5525,0.536667,7591
0.546667,0.618333,7720
0.599167,0.66875,8167
0.65,0.646667,8395
0.529167,0.467083,7907
0.514167,0.492917,7436
0.55,0.57,7538
0.635,0.630833,7733
0.65,0.690833,7393
0.619167,0.69,7415
0.5425,0.542917,8555
0.526667,0.583333,6889
0.520833,0.649167,6778
0.590833,0.871667,4639
0.6575,0.79375,7572
0.6575,0.722917,7328
0.615,0.6275,8156
0.554167,0.664167,7965
0.415833,0.708333,3510
0.383333,0.709583,5478
0.446667,0.761667,6392
0.514167,0.630833,7691
0.435,0.463333,7570
0.4375,0.539167,7282
0.393333,0.494583,7109
0.521667,0.640417,6639
0.561667,0.7075,5875
0.468333,0.558333,7534
0.455833,0.692917,7461
0.5225,0.728333,7509
0.563333,0.815,5424
0.484167,0.572917,8090
0.464167,0.51,6824
0.4875,0.568333,7058
0.544167,0.641667,7466
0.5875,0.63625,7693
0.55,0.800417,7359
0.545833,0.807083,7444
0.53,0.72,7852
0.4775,0.694583,4459
0.44,0.88,22
0.318182,0.825455,1096
0.3575,0.666667,5566
0.365833,0.581667,5986
0.355,0.522083,5847
0.343333,0.49125,5138
0.325833,0.532917,5107
0.319167,0.494167,5259
0.280833,0.567083,5686
0.295833,0.5475,5035
0.352174,0.333478,5315
0.361667,0.540833,5992
0.389167,0.645417,6536
0.420833,0.659167,6852
0.485,0.741667,6269
0.343333,0.662917,4094
0.289167,0.552083,5495
0.321667,0.620417,5445
0.345,0.524583,5698
0.325,0.545417,5629
0.3425,0.692917,4669
0.380833,0.623333,5499
0.374167,0.685,5634
0.353333,0.61375,5146
0.34,0.580417,2425
0.368333,0.56875,3910
0.278333,0.404583,2277
0.245833,0.468333,2424
0.313333,0.535417,5087
0.291667,0.786667,3959
0.296667,0.50625,5260
0.28087,0.555652,5323
0.298333,0.649583,5668
0.298333,0.806667,5191
0.3475,0.823333,4649
0.4525,0.7675,6234
0.475833,0.73375,6606
0.438333,0.485,5729
0.255833,0.50875,5375
0.320833,0.764167,5008
0.381667,0.91125,5582
0.384167,0.905417,3228
0.435833,0.925,5170
0.353333,0.596667,5501
0.2975,0.538333,5319
0.295833,0.485833,5532
0.281667,0.642917,5611
0.324167,0.650417,5047
0.3625,0.83875,3786
0.393333,0.907083,4585
0.410833,0.66625,5557
0.3325,0.625417,5267
0.33,0.667917,4128
0.326667,0.556667,3623
0.265833,0.44125,1749
0.245833,0.515417,1787
0.231304,0.791304,920
0.291304,0.734783,1013
0.243333,0.823333,441
0.254167,0.652917,2114
0.253333,0.59,3095
0.253333,0.752917,1341
0.255833,0.483333,1796
0.215833,0.5775,2729
